product_id,name,price,original_price,discount,rating,review_count,sold_count,brand,category
274099409,Điện Thoại Xiaomi Redmi Note 13 8GB/128GB - Hàng Chính Hãng,3849000,5290000,27,4.0,3,8,Xiaomi,1789
276925932,Điện thoại Samsung Galaxy A16 LTE - Hàng chính hãng,3589000,5090000,29,5.0,1,2,Samsung,1789
274639765,"Điện thoại OPPO A2M 5G 6GB/128GB , Dimensity 6020 , Màn 90Hz , Rom tiếng việt - Hàng chính hãng",3690000,3690000,0,4.7,3,14,OPPO,1789
273559020,Máy tính bảng Kindle Fire HD10 2023 13th - 32Gb - Hàng chính hãng,3990000,3990000,0,5.0,2,9,Kindle,1789
277437876,Điện Thoại Samsung Galaxy M15 5G 4GB/128GB - Hàng Chính Hãng,3519000,4390000,20,0.0,0,3,Samsung,1789
271362153,"Combo Máy đọc sách All New Kindle Paperwhite 5 (11th Gen) và Bao da FOR KIDS (Bản KIDS, Không Quảng Cáo) - Hàng chính hãng",3990000,3990000,0,5.0,2,16,Kindle,1789
275407523,Máy đọc sách Pocketbook Era Color- Hàng chính hãng,5990000,7500000,20,4.0,2,7,Pocketbook,1789
276099688,"Xiaomi Redmi Note 12 5G 8GB/128GB ,Màn AMOLED 120Hz , Snapdragon 4 Gen 1 ,Sạc 33W ,Rom tiếng việt - Hàng nhập khẩu",3169000,3999000,21,3.7,3,10,Xiaomi,1789
273653444,Máy tính bảng Kindle Fire HD 10 2023 13th - Hàng nhập khẩu,2590000,2590000,0,5.0,1,1,Kindle,1789
277738691,Điện Thoại Oppo A58 8GB/128GB - Hàng Chính Hãng,5490000,5490000,0,5.0,1,3,OPPO,1789
277704510,Điện Thoại Samsung Galaxy A26 5G 8GB/128GB - Hàng Chính Hãng,5489000,6990000,21,0.0,0,1,Samsung,1789
277030799,"Điện thoại Realme Note 50 , Màn 90HZ (3GB/64GB) Rom quốc tế - Hàng chính hãng",1999000,2690000,26,5.0,1,4,Realme,1789
277490201,Điện thoại Samsung Galaxy A36 5G (8GB/128GB) - Hàng chính hãng,6769000,8290000,18,0.0,0,1,Samsung,1789
276062770,Điện Thoại Xiaomi Redmi 14C 4GB/128GB - Hàng Chính Hãng,2439000,3290000,26,0.0,0,2,Xiaomi,1789
277175955,Điện Thoại Xiaomi Redmi A3 3GB/64GB - Hàng Chính Hãng,1829000,2490000,27,0.0,0,5,Xiaomi,1789
139632023,"Máy đọc sách Kobo Libra (Libra Colour, Libra 2) - hàng nhập khẩu",8600000,8600000,0,5.0,56,209,Kobo,1789
263798932,Máy đọc sách Boox Page - Hàng Chính Hãng,5490000,7990000,31,5.0,11,55,Onyx Boox,1789
276369646,Điện thoại Xiaomi Redmi 14C - Hàng chính hãng,2689000,3290000,18,0.0,0,1,Xiaomi,1789
277499293,Điện thoại Samsung Galaxy A56 5G (8GB/128GB) - Hàng chính hãng,8249000,9990000,17,2.0,1,1,Samsung,1789
